Company_Brand,Sector,Stage,Amount($),HeadQuarter,What_it_does,Year
Verandah,technology,Seed,1000000.0,Mumbai,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,2021
Karkinos Healthcare,health_and_wellness,Unknown,3500000.0,Mumbai,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",2021
OWO Technologies,automotive_and_transportation,Seed,3000000.0,Gurugram,An ecommerce startup offering online beverages and packaged drinking water,2021
EsportsXO,technology,Seed,1100000.0,Bangalore,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,2021
Zorgers,health_and_wellness,Unknown,3500000.0,Mohali,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,2021
BangDB,technology,Unknown,3500000.0,Bangalore,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,2021
Neobank Jupiter,finance_and_banking,Series C,86000000.0,Mumbai,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,2021
Skippi Ice Pops,automotive_and_transportation,Unknown,130000.0,Hyderabad,India's First Icepops Brand,2021
Glii,social_and_community,Seed,10000.0,Noida,India’s finest dating companionship application,2021
GlobalBees,e_commerce,Series B,111000000.0,Delhi,Globalbees partners with entrepreneurs who have built an online-first business.,2021
Mamaearth,health_and_wellness,Unknown,37000000.0,Gurugram,Baby and mother care brand,2021
SecureNow,finance_and_banking,Series B,6000000.0,Gurugram,SecureNow is an award winning tech-enabled insurance intermediary.,2021
Vendor Infra,real_estate_and_construction,Unknown,265000.0,Gurugram,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",2021
Hakuna Matata,technology,Unknown,1000000.0,Chennai,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,2021
OneCard,finance_and_banking,Unknown,76000000.0,Pune,"India's finest and smartest metal credit card, reimagined for the mobile generation.",2021
Doubtnut,education_and_learning,Series B,30000000.0,Gurugram,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",2021
Hubhopper,technology,Unknown,3500000.0,Delhi,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",2021
Infra.Market,real_estate_and_construction,Series C,100000000.0,Thane,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,2021
Comofi Medtech,health_and_wellness,Unknown,200000.0,Bangalore,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",2021
Battery Smart,manufacturing_and_industrial,Seed,3500000.0,Delhi,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,2021
Kutuki,education_and_learning,Seed,2000000.0,Bangalore,Kutuki is a learning platform focused on children between the ages of three and seven.,2021
Onelife,health_and_wellness,Unknown,3500000.0,Mumbai,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",2021
Eupheus,education_and_learning,Series B,4000000.0,Delhi,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,2021
KreditBee,technology,Series C,75000000.0,Bangalore,KreditBee is an Instant Personal Loan Platform for Young Professionals.,2021
Pencil,technology,Pre-series A,1000000.0,Mumbai,Pencil is a content publishing platform that enables writers to publish their work for free.,2021
Aisle,social_and_community,Pre-series A,3500000.0,Bangalore,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,2021
Marquee Equity,technology,Unknown,3800000.0,Mumbai,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,2021
UptimeAI,technology,Seed,1500000.0,Bangalore,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",2021
WizKlub,education_and_learning,Pre-series A,800000.0,Bangalore,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,2021
Zolve,technology,Seed,15000000.0,Bangalore,Zolve Innovations operates as a neo-banking startup.,2021
MediBuddy,education_and_learning,Debt,3000000.0,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2021
Pariksha,education_and_learning,Pre-series A,2000000.0,Pune,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.",2021
Express Stores,e_commerce,Seed,1000000.0,Gurugram,Express Stores is a retail and omnichannel startup company,2021
Avataar Ventures,technology,Unknown,100000000.0,Bangalore,Avataar Venture Partners is a growth Capital Investment Firm.,2021
Zingbus,automotive_and_transportation,Pre-series A,3500000.0,Haryana,Zingbus is an emerging brand in the intercity bus services.,2021
Phable,health_and_wellness,Series A,12000000.0,Bangalore,Mobile App for Patients and Doctors,2021
Codingal,education_and_learning,Unknown,3500000.0,Bangalore,Coding education platform for K-12 students,2021
Supply6,health_and_wellness,Seed,100000.0,Bangalore,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,2021
Swajal,environmental_services,Pre-series A,1600000.0,Gurugram,Swajal uses clean solar energy to purify drinking water at an affordable rate.,2021
BharatPe,technology,Series D,100000000.0,Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2021
Filo,education_and_learning,Pre-Seed,260000.0,Delhi,Instant learning platform for students while self study.,2021
Method & Madness,real_estate_and_construction,Seed,2000000.0,Mumbai,Method & Madness Technology operates as a real-estate tech company.,2021
EduFund,technology,Pre-Seed,300000.0,Gujarat,Changing the way Indians evaluate and plan higher education,2021
Pepperfry,e_commerce,Debt,30000000.0,Mumbai,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,2021
Zingavita,health_and_wellness,Unknown,400000.0,Chandigarh,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",2021
Hypd Store,technology,Pre-Seed,3500000.0,Delhi,"A shop worthy content platform, personalized!",2021
VerSe Innovation,technology,Series H,1000000000.0,Bangalore,Owner of Dailyhunt App and I-Pay,2021
Supersourcing,technology,Seed,200000.0,Indore,Build your next app or website with our exclusive network of certified IT companies.,2021
AutomataPi,technology,Seed,400000.0,Powai,AutomataPi is a next generation cognitive business process automation engine.,2021
Newton School,education_and_learning,Series A,5000000.0,Bangalore,Newton School is a platform to learn and develop skills that you need for your best Tech career.,2021
TenderCuts,automotive_and_transportation,Unknown,15000000.0,Chennai,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",2021
Siply,technology,Seed,1000000.0,Bangalore,Siply Services operates as a micro-savings platform.,2021
SarvaGram,technology,Series B,10000000.0,Mumbai,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,2021
Unlu,technology,Seed,1000000.0,Gurugram,Personalised Video Shoutout from top celebrities,2021
GlobalFair,e_commerce,Seed,2000000.0,Gurugram,One-stop solution for all your procurement needs,2021
Eduvanz,technology,Debt,10000000.0,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2021
OwO,e_commerce,Unknown,200000.0,Gurugram,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",2021
Progcap,technology,Debt,1000000.0,Delhi,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,2021
ABL Workspaces,health_and_wellness,Pre-series A,600000.0,Delhi,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,2021
Nazara Technologies,sports_and_gaming,Unknown,10000000.0,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2021
Scentials,health_and_wellness,Unknown,6000000.0,Mumbai,Scentials is building a unique beauty brands studio platform,2021
SplashLearn,education_and_learning,Series C,18000000.0,Gurugram,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,2021
Maya,health_and_wellness,Seed,2200000.0,Bangalore,Maya enables women to keep track of their health via a mobile application.,2021
GoTo,automotive_and_transportation,Unknown,150000.0,Ghaziabad,Real Time Intercity City Transit Platform For 1.25 Bn People In India,2021
MediBuddy,health_and_wellness,Series B,40000000.0,Bangalore,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,2021
Zetwerk,e_commerce,Series D,120000000.0,Bangalore,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,2021
Remedico,health_and_wellness,Unknown,500000.0,Hyderabad,Remedico is a Mobile healthcare,2021
PrepBytes,education_and_learning,Unknown,3500000.0,Gurugram,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,2021
SATYA MicroCapital,technology,Unknown,20000000.0,Delhi,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,2021
YourPhysio,health_and_wellness,Pre-Seed,350000.0,Nagpur,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,2021
Aviom Housing Finance,technology,Debt,1000000.0,Delhi,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,2021
Hemp Horizons,agriculture_and_food,Seed,200000.0,Noida,Cannabis and Hemp company,2021
MPL,sports_and_gaming,Unknown,95000000.0,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2021
